trade_id,symbol,timestamp,entry_score,entry_price,pnl_usd,pnl_pct,hold_minutes,source
DIA_2026-02-19T15:47:00+00:00,DIA,2026-02-19T15:47:00+00:00,2.768,496.32,-14.24,-0.1424,5,simulation
DIA_2026-02-19T15:48:00+00:00,DIA,2026-02-19T15:48:00+00:00,2.768,496.125,-15.62,-0.1562,5,simulation
DIA_2026-02-19T15:49:00+00:00,DIA,2026-02-19T15:49:00+00:00,2.766,496.0225,-17.49,-0.1749,5,simulation
DIA_2026-02-19T15:50:00+00:00,DIA,2026-02-19T15:50:00+00:00,2.766,495.63,-5.04,-0.0504,5,simulation
DIA_2026-02-19T15:51:00+00:00,DIA,2026-02-19T15:51:00+00:00,2.766,495.48,1.82,0.0182,5,simulation
DIA_2026-02-19T15:52:00+00:00,DIA,2026-02-19T15:52:00+00:00,2.766,495.6131,1.05,0.0105,5,simulation
DIA_2026-02-19T15:53:00+00:00,DIA,2026-02-19T15:53:00+00:00,2.766,495.35,10.09,0.1009,5,simulation
DIA_2026-02-19T15:54:00+00:00,DIA,2026-02-19T15:54:00+00:00,2.766,495.155,10.3,0.103,5,simulation
DIA_2026-02-19T15:55:00+00:00,DIA,2026-02-19T15:55:00+00:00,2.766,495.38,5.23,0.0523,5,simulation
DIA_2026-02-19T15:56:00+00:00,DIA,2026-02-19T15:56:00+00:00,2.766,495.57,2.22,0.0222,5,simulation
DIA_2026-02-19T15:57:00+00:00,DIA,2026-02-19T15:57:00+00:00,2.766,495.665,-4.34,-0.0434,5,simulation
DIA_2026-02-19T15:58:00+00:00,DIA,2026-02-19T15:58:00+00:00,2.766,495.85,-14.92,-0.1492,5,simulation
DIA_2026-02-19T15:59:00+00:00,DIA,2026-02-19T15:59:00+00:00,2.766,495.665,-8.27,-0.0827,5,simulation
DIA_2026-02-19T16:00:00+00:00,DIA,2026-02-19T16:00:00+00:00,2.766,495.6392,-7.65,-0.0765,5,simulation
DIA_2026-02-19T16:01:00+00:00,DIA,2026-02-19T16:01:00+00:00,2.766,495.68,-12.51,-0.1251,5,simulation
DIA_2026-02-19T16:02:00+00:00,DIA,2026-02-19T16:02:00+00:00,2.766,495.45,-10.5,-0.105,5,simulation
DIA_2026-02-19T16:03:00+00:00,DIA,2026-02-19T16:03:00+00:00,2.766,495.11,-2.83,-0.0283,5,simulation
DIA_2026-02-19T16:04:00+00:00,DIA,2026-02-19T16:04:00+00:00,2.766,495.255,0.23,0.0023,5,simulation
DIA_2026-02-19T16:05:00+00:00,DIA,2026-02-19T16:05:00+00:00,2.766,495.26,-1.21,-0.0121,5,simulation
DIA_2026-02-19T16:06:00+00:00,DIA,2026-02-19T16:06:00+00:00,2.766,495.06,-3.23,-0.0323,5,simulation
DIA_2026-02-19T16:07:00+00:00,DIA,2026-02-19T16:07:00+00:00,2.766,494.93,0.81,0.0081,5,simulation
DIA_2026-02-19T16:08:00+00:00,DIA,2026-02-19T16:08:00+00:00,2.766,494.97,-1.01,-0.0101,5,simulation
DIA_2026-02-19T16:09:00+00:00,DIA,2026-02-19T16:09:00+00:00,2.764,495.2663,-3.66,-0.0366,5,simulation
DIA_2026-02-19T16:10:00+00:00,DIA,2026-02-19T16:10:00+00:00,2.764,495.2,2.63,0.0263,5,simulation
DIA_2026-02-19T16:11:00+00:00,DIA,2026-02-19T16:11:00+00:00,2.764,494.9,9.9,0.099,5,simulation
DIA_2026-02-19T16:12:00+00:00,DIA,2026-02-19T16:12:00+00:00,2.764,494.97,8.08,0.0808,5,simulation
DIA_2026-02-19T16:13:00+00:00,DIA,2026-02-19T16:13:00+00:00,2.764,494.92,14.35,0.1435,5,simulation
DIA_2026-02-19T16:14:00+00:00,DIA,2026-02-19T16:14:00+00:00,2.764,495.085,9.19,0.0919,5,simulation
DIA_2026-02-19T16:15:00+00:00,DIA,2026-02-19T16:15:00+00:00,2.764,495.33,3.73,0.0373,5,simulation
DIA_2026-02-19T16:16:00+00:00,DIA,2026-02-19T16:16:00+00:00,2.764,495.39,1.51,0.0151,5,simulation
DIA_2026-02-19T16:17:00+00:00,DIA,2026-02-19T16:17:00+00:00,2.764,495.37,-0.61,-0.0061,5,simulation
DIA_2026-02-19T16:18:00+00:00,DIA,2026-02-19T16:18:00+00:00,2.764,495.63,-8.78,-0.0878,5,simulation
DIA_2026-02-19T16:19:00+00:00,DIA,2026-02-19T16:19:00+00:00,2.764,495.5401,-5.67,-0.0567,5,simulation
DIA_2026-02-19T16:20:00+00:00,DIA,2026-02-19T16:20:00+00:00,2.764,495.515,-8.78,-0.0878,5,simulation
DIA_2026-02-19T16:21:00+00:00,DIA,2026-02-19T16:21:00+00:00,2.764,495.465,-4.54,-0.0454,5,simulation
DIA_2026-02-19T16:22:00+00:00,DIA,2026-02-19T16:22:00+00:00,2.764,495.34,-6.19,-0.0619,5,simulation
DIA_2026-02-19T16:23:00+00:00,DIA,2026-02-19T16:23:00+00:00,2.764,495.195,-10.4,-0.104,5,simulation
DIA_2026-02-19T16:24:00+00:00,DIA,2026-02-19T16:24:00+00:00,2.764,495.2592,-16.94,-0.1694,5,simulation
DIA_2026-02-19T16:25:00+00:00,DIA,2026-02-19T16:25:00+00:00,2.764,495.0799,-6.26,-0.0626,5,simulation
DIA_2026-02-19T16:26:00+00:00,DIA,2026-02-19T16:26:00+00:00,2.764,495.24,-4.24,-0.0424,5,simulation
DIA_2026-02-19T16:27:00+00:00,DIA,2026-02-19T16:27:00+00:00,2.764,495.0335,-1.89,-0.0189,5,simulation
DIA_2026-02-19T16:28:00+00:00,DIA,2026-02-19T16:28:00+00:00,2.764,494.68,5.66,0.0566,5,simulation
DIA_2026-02-19T16:29:00+00:00,DIA,2026-02-19T16:29:00+00:00,2.764,494.42,15.57,0.1557,5,simulation
DIA_2026-02-19T16:30:00+00:00,DIA,2026-02-19T16:30:00+00:00,2.764,494.77,1.82,0.0182,5,simulation
DIA_2026-02-19T16:31:00+00:00,DIA,2026-02-19T16:31:00+00:00,2.764,495.03,-4.85,-0.0485,5,simulation
DIA_2026-02-19T16:32:00+00:00,DIA,2026-02-19T16:32:00+00:00,2.764,494.94,-3.74,-0.0374,5,simulation
DIA_2026-02-19T16:33:00+00:00,DIA,2026-02-19T16:33:00+00:00,2.762,494.96,-2.02,-0.0202,5,simulation
DIA_2026-02-19T16:34:00+00:00,DIA,2026-02-19T16:34:00+00:00,2.762,495.19,-7.47,-0.0747,5,simulation
DIA_2026-02-19T16:35:00+00:00,DIA,2026-02-19T16:35:00+00:00,2.762,494.86,-2.22,-0.0222,5,simulation
DIA_2026-02-19T16:36:00+00:00,DIA,2026-02-19T16:36:00+00:00,2.762,494.79,-3.44,-0.0344,5,simulation
DIA_2026-02-19T16:37:00+00:00,DIA,2026-02-19T16:37:00+00:00,2.762,494.755,-5.66,-0.0566,5,simulation
DIA_2026-02-19T16:38:00+00:00,DIA,2026-02-19T16:38:00+00:00,2.762,494.8601,-6.67,-0.0667,5,simulation
DIA_2026-02-19T16:39:00+00:00,DIA,2026-02-19T16:39:00+00:00,2.762,494.82,-12.23,-0.1223,5,simulation
DIA_2026-02-19T16:40:00+00:00,DIA,2026-02-19T16:40:00+00:00,2.762,494.75,-9.1,-0.091,5,simulation
DIA_2026-02-19T16:41:00+00:00,DIA,2026-02-19T16:41:00+00:00,2.762,494.62,-11.73,-0.1173,5,simulation
DIA_2026-02-19T16:42:00+00:00,DIA,2026-02-19T16:42:00+00:00,2.762,494.475,-6.57,-0.0657,5,simulation
DIA_2026-02-19T16:43:00+00:00,DIA,2026-02-19T16:43:00+00:00,2.762,494.53,-11.73,-0.1173,5,simulation
DIA_2026-02-19T16:44:00+00:00,DIA,2026-02-19T16:44:00+00:00,2.762,494.215,-5.36,-0.0536,5,simulation
DIA_2026-02-19T16:45:00+00:00,DIA,2026-02-19T16:45:00+00:00,2.762,494.3,-7.89,-0.0789,5,simulation
DIA_2026-02-19T16:46:00+00:00,DIA,2026-02-19T16:46:00+00:00,2.762,494.04,-5.47,-0.0547,5,simulation
DIA_2026-02-19T16:47:00+00:00,DIA,2026-02-19T16:47:00+00:00,2.762,494.15,-8.3,-0.083,5,simulation
DIA_2026-02-19T16:48:00+00:00,DIA,2026-02-19T16:48:00+00:00,2.762,493.95,1.42,0.0142,5,simulation
DIA_2026-02-19T16:49:00+00:00,DIA,2026-02-19T16:49:00+00:00,2.762,493.95,10.12,0.1012,5,simulation
DIA_2026-02-19T16:50:00+00:00,DIA,2026-02-19T16:50:00+00:00,2.762,493.91,9.31,0.0931,5,simulation
DIA_2026-02-19T16:51:00+00:00,DIA,2026-02-19T16:51:00+00:00,2.762,493.77,8.71,0.0871,5,simulation
DIA_2026-02-19T16:52:00+00:00,DIA,2026-02-19T16:52:00+00:00,2.762,493.74,6.08,0.0608,5,simulation
DIA_2026-02-19T16:53:00+00:00,DIA,2026-02-19T16:53:00+00:00,2.762,494.02,3.64,0.0364,5,simulation
DIA_2026-02-19T16:54:00+00:00,DIA,2026-02-19T16:54:00+00:00,2.762,494.45,-5.06,-0.0506,5,simulation
DIA_2026-02-19T16:55:00+00:00,DIA,2026-02-19T16:55:00+00:00,2.762,494.37,-4.85,-0.0485,5,simulation
DIA_2026-02-19T16:56:00+00:00,DIA,2026-02-19T16:56:00+00:00,2.762,494.2,-6.37,-0.0637,5,simulation
DIA_2026-02-19T16:57:00+00:00,DIA,2026-02-19T16:57:00+00:00,2.762,494.04,-5.26,-0.0526,5,simulation
DIA_2026-02-19T16:58:00+00:00,DIA,2026-02-19T16:58:00+00:00,2.762,494.2,-7.39,-0.0739,5,simulation
DIA_2026-02-19T16:59:00+00:00,DIA,2026-02-19T16:59:00+00:00,2.76,494.2,-11.43,-0.1143,5,simulation
DIA_2026-02-19T17:00:00+00:00,DIA,2026-02-19T17:00:00+00:00,2.76,494.13,-11.74,-0.1174,5,simulation
DIA_2026-02-19T17:01:00+00:00,DIA,2026-02-19T17:01:00+00:00,2.76,493.885,-4.96,-0.0496,5,simulation
DIA_2026-02-19T17:02:00+00:00,DIA,2026-02-19T17:02:00+00:00,2.76,493.78,-0.41,-0.0041,5,simulation
DIA_2026-02-19T17:03:00+00:00,DIA,2026-02-19T17:03:00+00:00,2.76,493.835,-4.35,-0.0435,5,simulation
DIA_2026-02-19T17:04:00+00:00,DIA,2026-02-19T17:04:00+00:00,2.76,493.635,-1.11,-0.0111,5,simulation
DIA_2026-02-19T17:05:00+00:00,DIA,2026-02-19T17:05:00+00:00,2.76,493.55,4.25,0.0425,5,simulation
DIA_2026-02-19T17:06:00+00:00,DIA,2026-02-19T17:06:00+00:00,2.76,493.64,7.19,0.0719,5,simulation
DIA_2026-02-19T17:07:00+00:00,DIA,2026-02-19T17:07:00+00:00,2.76,493.76,6.89,0.0689,5,simulation
DIA_2026-02-19T17:08:00+00:00,DIA,2026-02-19T17:08:00+00:00,2.76,493.62,7.5,0.075,5,simulation
DIA_2026-02-19T17:09:00+00:00,DIA,2026-02-19T17:09:00+00:00,2.76,493.58,9.73,0.0973,5,simulation
DIA_2026-02-19T17:10:00+00:00,DIA,2026-02-19T17:10:00+00:00,2.76,493.76,6.28,0.0628,5,simulation
DIA_2026-02-19T17:11:00+00:00,DIA,2026-02-19T17:11:00+00:00,2.758,493.995,3.34,0.0334,5,simulation
DIA_2026-02-19T17:12:00+00:00,DIA,2026-02-19T17:12:00+00:00,2.758,494.1,8.5,0.085,5,simulation
DIA_2026-02-19T17:13:00+00:00,DIA,2026-02-19T17:13:00+00:00,2.758,493.99,9.92,0.0992,5,simulation
DIA_2026-02-19T17:14:00+00:00,DIA,2026-02-19T17:14:00+00:00,2.758,494.0601,9.11,0.0911,5,simulation
DIA_2026-02-19T17:15:00+00:00,DIA,2026-02-19T17:15:00+00:00,2.758,494.07,11.74,0.1174,5,simulation
DIA_2026-02-19T17:16:00+00:00,DIA,2026-02-19T17:16:00+00:00,2.758,494.16,10.71,0.1071,5,simulation
DIA_2026-02-19T17:17:00+00:00,DIA,2026-02-19T17:17:00+00:00,2.758,494.52,4.65,0.0465,5,simulation
DIA_2026-02-19T17:18:00+00:00,DIA,2026-02-19T17:18:00+00:00,2.758,494.48,7.68,0.0768,5,simulation
DIA_2026-02-19T17:19:00+00:00,DIA,2026-02-19T17:19:00+00:00,2.758,494.51,7.08,0.0708,5,simulation
META_2026-02-19T14:02:00+00:00,META,2026-02-19T14:02:00+00:00,2.743,638.3807,4.69,0.0469,5,simulation
META_2026-02-19T14:03:00+00:00,META,2026-02-19T14:03:00+00:00,2.743,638.4125,9.2,0.092,5,simulation
META_2026-02-19T14:04:00+00:00,META,2026-02-19T14:04:00+00:00,2.743,638.72,3.91,0.0391,5,simulation
META_2026-02-19T14:05:00+00:00,META,2026-02-19T14:05:00+00:00,2.743,638.56,3.29,0.0329,5,simulation
META_2026-02-19T14:06:00+00:00,META,2026-02-19T14:06:00+00:00,2.741,638.78,-6.11,-0.0611,5,simulation
META_2026-02-19T14:07:00+00:00,META,2026-02-19T14:07:00+00:00,2.741,638.68,-3.7,-0.037,5,simulation
META_2026-02-19T14:08:00+00:00,META,2026-02-19T14:08:00+00:00,2.741,639.0,-4.23,-0.0423,5,simulation
META_2026-02-19T14:09:00+00:00,META,2026-02-19T14:09:00+00:00,2.741,638.97,-1.57,-0.0157,5,simulation
META_2026-02-19T14:10:00+00:00,META,2026-02-19T14:10:00+00:00,2.741,638.77,-1.1,-0.011,5,simulation
META_2026-02-19T14:11:00+00:00,META,2026-02-19T14:11:00+00:00,2.741,638.39,3.45,0.0345,5,simulation
META_2026-02-19T14:12:00+00:00,META,2026-02-19T14:12:00+00:00,2.741,638.4437,4.64,0.0464,5,simulation
META_2026-02-19T14:13:00+00:00,META,2026-02-19T14:13:00+00:00,2.741,638.73,1.1,0.011,5,simulation
META_2026-02-19T14:14:00+00:00,META,2026-02-19T14:14:00+00:00,2.741,638.87,3.6,0.036,5,simulation
META_2026-02-19T14:15:00+00:00,META,2026-02-19T14:15:00+00:00,2.741,638.7,7.52,0.0752,5,simulation
META_2026-02-19T14:16:00+00:00,META,2026-02-19T14:16:00+00:00,2.741,638.61,10.02,0.1002,5,simulation
META_2026-02-19T14:17:00+00:00,META,2026-02-19T14:17:00+00:00,2.741,638.74,5.17,0.0517,5,simulation
META_2026-02-19T14:18:00+00:00,META,2026-02-19T14:18:00+00:00,2.741,638.8,5.48,0.0548,5,simulation
META_2026-02-19T14:19:00+00:00,META,2026-02-19T14:19:00+00:00,2.741,639.1,3.99,0.0399,5,simulation
META_2026-02-19T14:20:00+00:00,META,2026-02-19T14:20:00+00:00,2.741,639.18,-2.82,-0.0282,5,simulation
META_2026-02-19T14:21:00+00:00,META,2026-02-19T14:21:00+00:00,2.741,639.25,-16.43,-0.1643,5,simulation
META_2026-02-19T14:22:00+00:00,META,2026-02-19T14:22:00+00:00,2.741,639.07,-15.65,-0.1565,5,simulation
META_2026-02-19T14:23:00+00:00,META,2026-02-19T14:23:00+00:00,2.741,639.15,-7.35,-0.0735,5,simulation
META_2026-02-19T14:24:00+00:00,META,2026-02-19T14:24:00+00:00,2.741,639.3547,-14.78,-0.1478,5,simulation
META_2026-02-19T14:25:00+00:00,META,2026-02-19T14:25:00+00:00,2.741,639.0,5.71,0.0571,5,simulation
META_2026-02-19T14:26:00+00:00,META,2026-02-19T14:26:00+00:00,2.741,638.2,26.32,0.2632,5,simulation
META_2026-02-19T14:27:00+00:00,META,2026-02-19T14:27:00+00:00,2.741,638.07,61.44,0.6144,5,simulation
META_2026-02-19T14:28:00+00:00,META,2026-02-19T14:28:00+00:00,2.741,638.68,35.39,0.3539,5,simulation
META_2026-02-19T14:29:00+00:00,META,2026-02-19T14:29:00+00:00,2.741,638.41,21.69,0.2169,5,simulation
META_2026-02-19T14:30:00+00:00,META,2026-02-19T14:30:00+00:00,2.741,639.365,-3.68,-0.0368,5,simulation
META_2026-02-19T14:31:00+00:00,META,2026-02-19T14:31:00+00:00,2.739,639.88,-1.56,-0.0156,5,simulation
META_2026-02-19T14:32:00+00:00,META,2026-02-19T14:32:00+00:00,2.739,641.99,-31.0,-0.31,5,simulation
META_2026-02-19T14:33:00+00:00,META,2026-02-19T14:33:00+00:00,2.739,640.94,-10.77,-0.1077,5,simulation
META_2026-02-19T14:34:00+00:00,META,2026-02-19T14:34:00+00:00,2.739,639.795,5.24,0.0524,5,simulation
META_2026-02-19T14:35:00+00:00,META,2026-02-19T14:35:00+00:00,2.739,639.13,24.41,0.2441,5,simulation
META_2026-02-19T14:36:00+00:00,META,2026-02-19T14:36:00+00:00,2.739,639.78,32.55,0.3255,5,simulation
META_2026-02-19T14:37:00+00:00,META,2026-02-19T14:37:00+00:00,2.739,640.0,43.91,0.4391,5,simulation
META_2026-02-19T14:38:00+00:00,META,2026-02-19T14:38:00+00:00,2.739,640.25,22.49,0.2249,5,simulation
META_2026-02-19T14:39:00+00:00,META,2026-02-19T14:39:00+00:00,2.739,640.13,48.43,0.4843,5,simulation
META_2026-02-19T14:40:00+00:00,META,2026-02-19T14:40:00+00:00,2.739,640.69,15.76,0.1576,5,simulation
META_2026-02-19T14:41:00+00:00,META,2026-02-19T14:41:00+00:00,2.739,641.8625,15.7,0.157,5,simulation
META_2026-02-19T14:42:00+00:00,META,2026-02-19T14:42:00+00:00,2.739,642.81,-1.56,-0.0156,5,simulation
META_2026-02-19T14:43:00+00:00,META,2026-02-19T14:43:00+00:00,2.739,641.69,26.06,0.2606,5,simulation
META_2026-02-19T14:44:00+00:00,META,2026-02-19T14:44:00+00:00,2.739,643.23,-3.58,-0.0358,5,simulation
META_2026-02-19T14:45:00+00:00,META,2026-02-19T14:45:00+00:00,2.739,641.7,19.95,0.1995,5,simulation
META_2026-02-19T14:46:00+00:00,META,2026-02-19T14:46:00+00:00,2.739,642.87,-6.22,-0.0622,5,simulation
META_2026-02-19T14:47:00+00:00,META,2026-02-19T14:47:00+00:00,2.739,642.71,-15.79,-0.1579,5,simulation
META_2026-02-19T14:48:00+00:00,META,2026-02-19T14:48:00+00:00,2.739,643.362,-3.24,-0.0324,5,simulation
META_2026-02-19T14:49:00+00:00,META,2026-02-19T14:49:00+00:00,2.739,643.0,-1.79,-0.0179,5,simulation
META_2026-02-19T14:50:00+00:00,META,2026-02-19T14:50:00+00:00,2.739,642.98,11.51,0.1151,5,simulation
META_2026-02-19T14:51:00+00:00,META,2026-02-19T14:51:00+00:00,2.739,642.47,6.69,0.0669,5,simulation
META_2026-02-19T14:52:00+00:00,META,2026-02-19T14:52:00+00:00,2.739,641.695,12.23,0.1223,5,simulation
META_2026-02-19T14:53:00+00:00,META,2026-02-19T14:53:00+00:00,2.739,643.1538,-21.81,-0.2181,5,simulation
META_2026-02-19T14:54:00+00:00,META,2026-02-19T14:54:00+00:00,2.737,642.885,-22.17,-0.2217,5,simulation
META_2026-02-19T14:55:00+00:00,META,2026-02-19T14:55:00+00:00,2.737,643.72,-40.08,-0.4008,5,simulation
META_2026-02-19T14:56:00+00:00,META,2026-02-19T14:56:00+00:00,2.737,642.9,-21.15,-0.2115,5,simulation
META_2026-02-19T14:57:00+00:00,META,2026-02-19T14:57:00+00:00,2.737,642.48,-8.17,-0.0817,5,simulation
META_2026-02-19T14:58:00+00:00,META,2026-02-19T14:58:00+00:00,2.737,641.7513,22.51,0.2251,5,simulation
META_2026-02-19T14:59:00+00:00,META,2026-02-19T14:59:00+00:00,2.737,641.46,18.55,0.1855,5,simulation
META_2026-02-19T15:00:00+00:00,META,2026-02-19T15:00:00+00:00,2.737,641.14,15.83,0.1583,5,simulation
META_2026-02-19T15:01:00+00:00,META,2026-02-19T15:01:00+00:00,2.737,641.54,0.94,0.0094,5,simulation
META_2026-02-19T15:02:00+00:00,META,2026-02-19T15:02:00+00:00,2.737,641.955,1.48,0.0148,5,simulation
META_2026-02-19T15:03:00+00:00,META,2026-02-19T15:03:00+00:00,2.737,643.1957,-29.01,-0.2901,5,simulation
META_2026-02-19T15:04:00+00:00,META,2026-02-19T15:04:00+00:00,2.737,642.65,-20.54,-0.2054,5,simulation
META_2026-02-19T15:05:00+00:00,META,2026-02-19T15:05:00+00:00,2.737,642.155,-6.0,-0.06,5,simulation
META_2026-02-19T15:06:00+00:00,META,2026-02-19T15:06:00+00:00,2.737,641.6,-9.66,-0.0966,5,simulation
META_2026-02-19T15:07:00+00:00,META,2026-02-19T15:07:00+00:00,2.737,642.05,-21.1,-0.211,5,simulation
META_2026-02-19T15:08:00+00:00,META,2026-02-19T15:08:00+00:00,2.737,641.3301,22.92,0.2292,5,simulation
META_2026-02-19T15:09:00+00:00,META,2026-02-19T15:09:00+00:00,2.737,641.33,22.69,0.2269,5,simulation
META_2026-02-19T15:10:00+00:00,META,2026-02-19T15:10:00+00:00,2.737,641.77,35.99,0.3599,5,simulation
META_2026-02-19T15:11:00+00:00,META,2026-02-19T15:11:00+00:00,2.737,640.98,35.26,0.3526,5,simulation
META_2026-02-19T15:12:00+00:00,META,2026-02-19T15:12:00+00:00,2.737,640.695,41.75,0.4175,5,simulation
META_2026-02-19T15:13:00+00:00,META,2026-02-19T15:13:00+00:00,2.735,642.8,-2.8,-0.028,5,simulation
META_2026-02-19T15:14:00+00:00,META,2026-02-19T15:14:00+00:00,2.735,642.785,1.48,0.0148,5,simulation
META_2026-02-19T15:15:00+00:00,META,2026-02-19T15:15:00+00:00,2.735,644.08,10.25,0.1025,5,simulation
META_2026-02-19T15:16:00+00:00,META,2026-02-19T15:16:00+00:00,2.735,643.24,-1.24,-0.0124,5,simulation
META_2026-02-19T15:17:00+00:00,META,2026-02-19T15:17:00+00:00,2.735,643.37,2.1,0.021,5,simulation
META_2026-02-19T15:18:00+00:00,META,2026-02-19T15:18:00+00:00,2.735,642.62,13.46,0.1346,5,simulation
META_2026-02-19T15:19:00+00:00,META,2026-02-19T15:19:00+00:00,2.735,642.88,16.1,0.161,5,simulation
META_2026-02-19T15:20:00+00:00,META,2026-02-19T15:20:00+00:00,2.735,644.74,-19.31,-0.1931,5,simulation
META_2026-02-19T15:21:00+00:00,META,2026-02-19T15:21:00+00:00,2.735,643.16,-0.78,-0.0078,5,simulation
META_2026-02-19T15:22:00+00:00,META,2026-02-19T15:22:00+00:00,2.735,643.505,-9.56,-0.0956,5,simulation
META_2026-02-19T15:23:00+00:00,META,2026-02-19T15:23:00+00:00,2.735,643.485,-13.29,-0.1329,5,simulation
META_2026-02-19T15:24:00+00:00,META,2026-02-19T15:24:00+00:00,2.735,643.915,-17.55,-0.1755,5,simulation
META_2026-02-19T15:25:00+00:00,META,2026-02-19T15:25:00+00:00,2.735,643.495,-9.17,-0.0917,5,simulation
META_2026-02-19T15:26:00+00:00,META,2026-02-19T15:26:00+00:00,2.735,643.11,3.27,0.0327,5,simulation
META_2026-02-19T15:27:00+00:00,META,2026-02-19T15:27:00+00:00,2.735,642.89,15.55,0.1555,5,simulation
META_2026-02-19T15:28:00+00:00,META,2026-02-19T15:28:00+00:00,2.735,642.6299,32.84,0.3284,5,simulation
META_2026-02-19T15:29:00+00:00,META,2026-02-19T15:29:00+00:00,2.735,642.785,32.2,0.322,5,simulation
META_2026-02-19T15:30:00+00:00,META,2026-02-19T15:30:00+00:00,2.735,642.905,21.08,0.2108,5,simulation
META_2026-02-19T15:31:00+00:00,META,2026-02-19T15:31:00+00:00,2.735,643.32,5.52,0.0552,5,simulation
META_2026-02-19T15:32:00+00:00,META,2026-02-19T15:32:00+00:00,2.735,643.89,-14.6,-0.146,5,simulation
META_2026-02-19T15:33:00+00:00,META,2026-02-19T15:33:00+00:00,2.735,644.74,-22.95,-0.2295,5,simulation
META_2026-02-19T15:34:00+00:00,META,2026-02-19T15:34:00+00:00,2.735,644.855,-32.02,-0.3202,5,simulation
META_2026-02-19T15:35:00+00:00,META,2026-02-19T15:35:00+00:00,2.735,644.26,-32.13,-0.3213,5,simulation
META_2026-02-19T15:36:00+00:00,META,2026-02-19T15:36:00+00:00,2.733,643.675,-25.4,-0.254,5,simulation
META_2026-02-19T15:37:00+00:00,META,2026-02-19T15:37:00+00:00,2.733,642.95,-20.84,-0.2084,5,simulation
META_2026-02-19T15:38:00+00:00,META,2026-02-19T15:38:00+00:00,2.733,643.26,-23.32,-0.2332,5,simulation
META_2026-02-19T15:39:00+00:00,META,2026-02-19T15:39:00+00:00,2.733,642.79,-15.25,-0.1525,5,simulation
META_2026-02-19T15:40:00+00:00,META,2026-02-19T15:40:00+00:00,2.733,642.19,-6.7,-0.067,5,simulation
META_2026-02-19T15:41:00+00:00,META,2026-02-19T15:41:00+00:00,2.733,642.04,1.38,0.0138,5,simulation
META_2026-02-19T15:42:00+00:00,META,2026-02-19T15:42:00+00:00,2.733,641.61,19.64,0.1964,5,simulation
META_2026-02-19T15:43:00+00:00,META,2026-02-19T15:43:00+00:00,2.733,641.76,26.18,0.2618,5,simulation
META_2026-02-19T15:44:00+00:00,META,2026-02-19T15:44:00+00:00,2.733,641.81,30.23,0.3023,5,simulation
META_2026-02-19T15:45:00+00:00,META,2026-02-19T15:45:00+00:00,2.733,641.76,19.32,0.1932,5,simulation
META_2026-02-19T15:46:00+00:00,META,2026-02-19T15:46:00+00:00,2.733,642.1284,13.89,0.1389,5,simulation
META_2026-02-19T15:47:00+00:00,META,2026-02-19T15:47:00+00:00,2.733,642.87,2.02,0.0202,5,simulation
META_2026-02-19T15:48:00+00:00,META,2026-02-19T15:48:00+00:00,2.733,643.44,-15.31,-0.1531,5,simulation
META_2026-02-19T15:49:00+00:00,META,2026-02-19T15:49:00+00:00,2.733,643.75,-17.4,-0.174,5,simulation
META_2026-02-19T15:50:00+00:00,META,2026-02-19T15:50:00+00:00,2.733,643.0,3.73,0.0373,5,simulation
META_2026-02-19T15:51:00+00:00,META,2026-02-19T15:51:00+00:00,2.733,643.02,12.99,0.1299,5,simulation
META_2026-02-19T15:52:00+00:00,META,2026-02-19T15:52:00+00:00,2.733,643.0001,8.24,0.0824,5,simulation
META_2026-02-19T15:53:00+00:00,META,2026-02-19T15:53:00+00:00,2.733,642.455,24.75,0.2475,5,simulation
META_2026-02-19T15:54:00+00:00,META,2026-02-19T15:54:00+00:00,2.733,642.63,17.19,0.1719,5,simulation
META_2026-02-19T15:55:00+00:00,META,2026-02-19T15:55:00+00:00,2.733,643.24,19.9,0.199,5,simulation
META_2026-02-19T15:56:00+00:00,META,2026-02-19T15:56:00+00:00,2.733,643.855,7.69,0.0769,5,simulation
META_2026-02-19T15:57:00+00:00,META,2026-02-19T15:57:00+00:00,2.733,643.53,7.38,0.0738,5,simulation
META_2026-02-19T15:58:00+00:00,META,2026-02-19T15:58:00+00:00,2.733,644.045,-11.49,-0.1149,5,simulation
META_2026-02-19T15:59:00+00:00,META,2026-02-19T15:59:00+00:00,2.733,643.735,-2.56,-0.0256,5,simulation
META_2026-02-19T16:00:00+00:00,META,2026-02-19T16:00:00+00:00,2.733,644.5199,-10.39,-0.1039,5,simulation
META_2026-02-19T16:01:00+00:00,META,2026-02-19T16:01:00+00:00,2.733,644.35,-12.73,-0.1273,5,simulation
META_2026-02-19T16:02:00+00:00,META,2026-02-19T16:02:00+00:00,2.733,644.005,-16.54,-0.1654,5,simulation
META_2026-02-19T16:03:00+00:00,META,2026-02-19T16:03:00+00:00,2.731,643.3051,-1.25,-0.0125,5,simulation
META_2026-02-19T16:04:00+00:00,META,2026-02-19T16:04:00+00:00,2.731,643.57,-0.93,-0.0093,5,simulation
META_2026-02-19T16:05:00+00:00,META,2026-02-19T16:05:00+00:00,2.731,643.85,-0.16,-0.0016,5,simulation
META_2026-02-19T16:06:00+00:00,META,2026-02-19T16:06:00+00:00,2.731,643.53,-1.48,-0.0148,5,simulation
META_2026-02-19T16:07:00+00:00,META,2026-02-19T16:07:00+00:00,2.731,642.94,16.49,0.1649,5,simulation
