cycle_id,trade_id,pnl_usd,window_pnl,promoted_angle,exit_reason,entry_regime,exit_regime,regime_transition,symbol,sector,hold_bucket,exit_score_band,time_of_day,timestamp
cycle_0010,open_PLTR_2026-03-16T19:48:39.687885+00:00,0.2744,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)","stale_alpha_cutoff(1061min,-0.00%)",NEUTRAL,NEUTRAL,same,PLTR,TECH,long,unknown,afternoon,2026-03-17T13:33:46
cycle_0010,open_SOFI_2026-03-16T19:48:49.608926+00:00,3.3683,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)","stale_alpha_cutoff(1061min,-0.00%)",NEUTRAL,NEUTRAL,same,SOFI,UNKNOWN,long,low,afternoon,2026-03-17T13:33:51
cycle_0010,open_RIVN_2026-03-16T19:48:59.852992+00:00,1.6833,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)","stale_alpha_cutoff(1061min,0.00%)",NEUTRAL,NEUTRAL,same,RIVN,UNKNOWN,long,low,afternoon,2026-03-17T13:33:54
cycle_0010,open_INTC_2026-03-16T19:50:25.134213+00:00,-13.1745,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)","stale_alpha_cutoff(1059min,-0.03%)",NEUTRAL,NEUTRAL,same,INTC,UNKNOWN,long,low,afternoon,2026-03-17T13:34:24
cycle_0010,open_BAC_2026-03-16T19:50:47.896102+00:00,-0.4986,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)","flow_reversal+stale_alpha_cutoff(1059min,-0.01%)",MIXED,MIXED,same,BAC,UNKNOWN,long,unknown,afternoon,2026-03-17T13:34:51
cycle_0010,open_AMD_2026-03-16T19:44:31.434091+00:00,0.41,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)","signal_decay(0.91)+stale_alpha_cutoff(1106min,0.00%)",NEUTRAL,NEUTRAL,same,AMD,TECH,long,low,afternoon,2026-03-17T14:10:54
cycle_0010,open_COIN_2026-03-17T13:39:54.102745+00:00,-2.63,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)",signal_decay(0.93),NEUTRAL,NEUTRAL,same,COIN,TECH,short,low,afternoon,2026-03-17T14:10:57
cycle_0010,open_C_2026-03-17T13:40:44.923068+00:00,-1.88,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)",signal_decay(0.93),MIXED,MIXED,same,C,UNKNOWN,short,low,afternoon,2026-03-17T14:10:59
cycle_0010,open_F_2026-03-17T13:33:05.021897+00:00,0.16,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)",signal_decay(0.92),MIXED,MIXED,same,F,UNKNOWN,short,low,afternoon,2026-03-17T14:11:02
cycle_0010,open_WFC_2026-03-17T13:34:47.195346+00:00,0.34,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)",signal_decay(0.92)+flow_reversal,MIXED,MIXED,same,WFC,UNKNOWN,short,low,afternoon,2026-03-17T14:11:05
cycle_0010,open_XLI_2026-03-17T13:35:21.769795+00:00,-1.03,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)",signal_decay(0.82)+flow_reversal,MIXED,MIXED,same,XLI,UNKNOWN,short,low,afternoon,2026-03-17T14:11:08
cycle_0010,open_LCID_2026-03-17T13:39:41.786870+00:00,1.92,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)",signal_decay(0.93),NEUTRAL,NEUTRAL,same,LCID,UNKNOWN,short,low,afternoon,2026-03-17T14:11:11
cycle_0010,open_HOOD_2026-03-17T13:40:11.496599+00:00,-2.55,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)",signal_decay(0.93),NEUTRAL,NEUTRAL,same,HOOD,UNKNOWN,short,low,afternoon,2026-03-17T14:11:13
cycle_0010,open_SOFI_2026-03-17T13:40:18.665573+00:00,-1.3,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)",signal_decay(0.93),NEUTRAL,NEUTRAL,same,SOFI,UNKNOWN,short,low,afternoon,2026-03-17T14:11:16
cycle_0010,open_TSLA_2026-03-17T13:39:29.371446+00:00,3.5,-9.7114,"exit_reason:stale_alpha_cutoff(1061min,-0.00%)",signal_decay(0.77),NEUTRAL,NEUTRAL,same,TSLA,TECH,medium,low,afternoon,2026-03-17T14:43:43
