cycle_id,trade_id,pnl_usd,window_pnl,promoted_angle,exit_reason,entry_regime,exit_regime,regime_transition,symbol,sector,hold_bucket,exit_score_band,time_of_day,timestamp
cycle_0001,open_MS_2026-03-13T19:35:42.206787+00:00,-1.6961,28.18,UNKNOWN,"signal_decay(0.87)+stale_alpha_cutoff(3952min,-0.01%)",MIXED,MIXED,same,MS,UNKNOWN,long,low,afternoon,2026-03-16T13:33:43
cycle_0001,open_RIVN_2026-03-13T19:30:03.484908+00:00,2.1,28.18,UNKNOWN,"signal_decay(0.70)+flow_reversal+stale_alpha_cutoff(4002min,0.01%)",NEUTRAL,NEUTRAL,same,RIVN,UNKNOWN,long,low,afternoon,2026-03-16T14:12:34
cycle_0001,open_MSFT_2026-03-13T19:33:42.459239+00:00,-0.67,28.18,UNKNOWN,"signal_decay(0.34)+flow_reversal+stale_alpha_cutoff(3999min,-0.00%)",MIXED,MIXED,same,MSFT,UNKNOWN,long,low,afternoon,2026-03-16T14:12:36
cycle_0001,open_LOW_2026-03-13T19:36:00.035870+00:00,-3.27,28.18,UNKNOWN,"signal_decay(0.46)+stale_alpha_cutoff(3996min,-0.01%)",MIXED,MIXED,same,LOW,UNKNOWN,long,low,afternoon,2026-03-16T14:12:39
cycle_0001,open_IWM_2026-03-16T13:36:19.743732+00:00,-0.41,28.18,UNKNOWN,signal_decay(0.74)+flow_reversal,MIXED,MIXED,same,IWM,UNKNOWN,short,low,afternoon,2026-03-16T14:12:43
cycle_0001,open_XLI_2026-03-16T13:36:30.122220+00:00,-0.47,28.18,UNKNOWN,signal_decay(0.52),UNKNOWN,MIXED,shift,XLI,UNKNOWN,short,low,afternoon,2026-03-16T14:12:45
cycle_0001,open_DIA_2026-03-16T13:36:30.122890+00:00,-2.2,28.18,UNKNOWN,signal_decay(0.64),UNKNOWN,MIXED,shift,DIA,UNKNOWN,short,low,afternoon,2026-03-16T14:12:48
cycle_0001,open_XLV_2026-03-16T13:36:30.123521+00:00,-0.53,28.18,UNKNOWN,signal_decay(0.51),UNKNOWN,MIXED,shift,XLV,UNKNOWN,short,low,afternoon,2026-03-16T14:12:51
cycle_0001,open_WMT_2026-03-16T13:36:30.132179+00:00,0.54,28.18,UNKNOWN,signal_decay(0.67),UNKNOWN,MIXED,shift,WMT,UNKNOWN,short,low,afternoon,2026-03-16T14:12:53
cycle_0001,open_AMZN_2026-03-16T13:36:30.132988+00:00,-0.19,28.18,UNKNOWN,signal_decay(0.51),UNKNOWN,MIXED,shift,AMZN,UNKNOWN,short,low,afternoon,2026-03-16T14:12:56
cycle_0001,open_XLF_2026-03-16T13:36:30.133763+00:00,-0.3233,28.18,UNKNOWN,signal_decay(0.68),UNKNOWN,MIXED,shift,XLF,UNKNOWN,short,low,afternoon,2026-03-16T14:12:59
cycle_0001,open_AAPL_2026-03-16T13:36:30.134355+00:00,-0.7,28.18,UNKNOWN,signal_decay(0.47),UNKNOWN,MIXED,shift,AAPL,UNKNOWN,short,low,afternoon,2026-03-16T14:13:02
cycle_0001,open_MRNA_2026-03-16T13:37:11.190782+00:00,-5.36,28.18,UNKNOWN,signal_decay(0.77),NEUTRAL,NEUTRAL,same,MRNA,BIOTECH,short,low,afternoon,2026-03-16T14:13:04
cycle_0001,open_TSLA_2026-03-16T13:37:28.049783+00:00,2.25,28.18,UNKNOWN,signal_decay(0.51)+flow_reversal,NEUTRAL,NEUTRAL,same,TSLA,TECH,short,low,afternoon,2026-03-16T14:13:07
cycle_0001,open_SLB_2026-03-16T13:37:47.525681+00:00,4.42,28.18,UNKNOWN,signal_decay(0.69)+flow_reversal,NEUTRAL,NEUTRAL,same,SLB,UNKNOWN,short,low,afternoon,2026-03-16T14:13:10
cycle_0001,open_INTC_2026-03-16T13:37:59.743378+00:00,-8.6,28.18,UNKNOWN,signal_decay(0.47),UNKNOWN,NEUTRAL,shift,INTC,UNKNOWN,short,low,afternoon,2026-03-16T14:13:13
cycle_0001,open_AMD_2026-03-16T13:38:14.697219+00:00,-0.525,28.18,UNKNOWN,signal_decay(0.58)+flow_reversal,NEUTRAL,NEUTRAL,same,AMD,TECH,short,low,afternoon,2026-03-16T14:13:15
cycle_0001,open_C_2026-03-16T13:38:30.072487+00:00,0.86,28.18,UNKNOWN,signal_decay(0.76),MIXED,MIXED,same,C,UNKNOWN,short,low,afternoon,2026-03-16T14:13:18
cycle_0001,open_COP_2026-03-16T13:38:46.379533+00:00,-0.705,28.18,UNKNOWN,signal_decay(0.69)+flow_reversal,NEUTRAL,NEUTRAL,same,COP,UNKNOWN,short,low,afternoon,2026-03-16T14:13:20
cycle_0001,open_NVDA_2026-03-16T13:39:12.778236+00:00,-0.28,28.18,UNKNOWN,signal_decay(0.42)+flow_reversal,NEUTRAL,NEUTRAL,same,NVDA,TECH,short,low,afternoon,2026-03-16T14:13:23
cycle_0001,open_MS_2026-03-16T13:39:33.747181+00:00,5.04,28.18,UNKNOWN,signal_decay(0.76),MIXED,MIXED,same,MS,UNKNOWN,short,low,afternoon,2026-03-16T14:13:25
cycle_0001,open_JPM_2026-03-16T13:39:54.215718+00:00,1.25,28.18,UNKNOWN,signal_decay(0.74),MIXED,MIXED,same,JPM,UNKNOWN,short,low,afternoon,2026-03-16T14:13:31
cycle_0001,open_XLK_2026-03-16T13:40:06.053859+00:00,0.27,28.18,UNKNOWN,signal_decay(0.42),NEUTRAL,NEUTRAL,same,XLK,TECH,short,low,afternoon,2026-03-16T14:13:36
cycle_0001,open_BAC_2026-03-16T13:40:21.929062+00:00,3.58,28.18,UNKNOWN,signal_decay(0.74),MIXED,MIXED,same,BAC,UNKNOWN,short,low,afternoon,2026-03-16T14:13:42
cycle_0001,open_UNH_2026-03-16T13:40:42.581869+00:00,3.52,28.18,UNKNOWN,signal_decay(0.70),NEUTRAL,NEUTRAL,same,UNH,UNKNOWN,short,low,afternoon,2026-03-16T14:13:48
cycle_0002,open_HD_2026-03-16T13:41:03.386365+00:00,1.87,-9.7787,UNKNOWN,signal_decay(0.34)+flow_reversal,MIXED,MIXED,same,HD,UNKNOWN,short,low,afternoon,2026-03-16T14:13:53
cycle_0002,open_NFLX_2026-03-16T13:41:13.030020+00:00,3.69,-9.7787,UNKNOWN,signal_decay(0.54)+flow_reversal,NEUTRAL,NEUTRAL,same,NFLX,UNKNOWN,short,low,afternoon,2026-03-16T14:13:56
cycle_0002,open_C_2026-03-16T14:18:07.652922+00:00,-1.53,-9.7787,UNKNOWN,signal_decay(0.81),MIXED,MIXED,same,C,UNKNOWN,short,low,afternoon,2026-03-16T14:55:18
cycle_0002,open_XOM_2026-03-16T13:35:26.665059+00:00,-2.34,-9.7787,UNKNOWN,signal_decay(0.73)+flow_reversal,MIXED,MIXED,same,XOM,UNKNOWN,medium,low,afternoon,2026-03-16T14:55:33
cycle_0002,open_GM_2026-03-16T14:12:46.117858+00:00,0.68,-9.7787,UNKNOWN,signal_decay(0.83),MIXED,MIXED,same,GM,UNKNOWN,short,low,afternoon,2026-03-16T14:55:35
cycle_0002,open_RIVN_2026-03-16T14:12:58.879703+00:00,-8.28,-9.7787,UNKNOWN,signal_decay(0.83),NEUTRAL,NEUTRAL,same,RIVN,UNKNOWN,short,low,afternoon,2026-03-16T14:55:38
cycle_0002,open_F_2026-03-16T14:13:20.267572+00:00,1.54,-9.7787,UNKNOWN,signal_decay(0.83),MIXED,MIXED,same,F,UNKNOWN,short,low,afternoon,2026-03-16T14:55:41
cycle_0002,open_TGT_2026-03-16T14:13:22.832152+00:00,0.98,-9.7787,UNKNOWN,signal_decay(0.91)+flow_reversal,MIXED,MIXED,same,TGT,UNKNOWN,short,low,afternoon,2026-03-16T14:55:43
cycle_0002,open_CVX_2026-03-16T14:13:50.611614+00:00,-0.55,-9.7787,UNKNOWN,signal_decay(0.84)+flow_reversal,MIXED,MIXED,same,CVX,UNKNOWN,short,low,afternoon,2026-03-16T14:55:46
cycle_0002,open_WMT_2026-03-16T14:14:30.107582+00:00,0.43,-9.7787,UNKNOWN,signal_decay(0.91)+flow_reversal,MIXED,MIXED,same,WMT,UNKNOWN,short,low,afternoon,2026-03-16T14:55:49
cycle_0002,open_COIN_2026-03-16T14:24:50.182336+00:00,1.16,-9.7787,UNKNOWN,signal_decay(0.84),NEUTRAL,NEUTRAL,same,COIN,TECH,short,low,afternoon,2026-03-16T14:55:50
cycle_0002,open_LOW_2026-03-16T14:16:47.857359+00:00,0.9,-9.7787,UNKNOWN,signal_decay(0.92),UNKNOWN,MIXED,shift,LOW,UNKNOWN,short,low,afternoon,2026-03-16T14:55:51
cycle_0002,open_COP_2026-03-16T14:17:48.842763+00:00,1.68,-9.7787,UNKNOWN,signal_decay(0.85),NEUTRAL,NEUTRAL,same,COP,UNKNOWN,short,low,afternoon,2026-03-16T14:55:53
cycle_0002,open_MRNA_2026-03-16T14:17:08.405748+00:00,1.54,-9.7787,UNKNOWN,signal_decay(0.85),NEUTRAL,NEUTRAL,same,MRNA,BIOTECH,short,low,afternoon,2026-03-16T14:56:25
cycle_0002,open_SLB_2026-03-16T14:17:19.770749+00:00,-0.8,-9.7787,UNKNOWN,signal_decay(0.85),NEUTRAL,NEUTRAL,same,SLB,UNKNOWN,short,low,afternoon,2026-03-16T14:56:28
cycle_0002,open_NIO_2026-03-16T14:17:27.729679+00:00,6.0,-9.7787,UNKNOWN,signal_decay(0.77)+flow_reversal,MIXED,NEUTRAL,shift,NIO,UNKNOWN,short,low,afternoon,2026-03-16T14:56:31
cycle_0002,open_HD_2026-03-16T14:19:00.417972+00:00,-1.52,-9.7787,UNKNOWN,signal_decay(0.75),MIXED,MIXED,same,HD,UNKNOWN,short,low,afternoon,2026-03-16T14:56:34
cycle_0002,open_TSLA_2026-03-16T14:18:23.083026+00:00,0.99,-9.7787,UNKNOWN,signal_decay(0.84),NEUTRAL,NEUTRAL,same,TSLA,TECH,short,low,afternoon,2026-03-16T14:56:44
cycle_0002,open_UNH_2026-03-16T14:18:41.133621+00:00,-1.29,-9.7787,UNKNOWN,signal_decay(0.83),NEUTRAL,NEUTRAL,same,UNH,UNKNOWN,short,low,afternoon,2026-03-16T14:56:47
cycle_0002,open_MS_2026-03-16T14:19:39.061845+00:00,1.04,-9.7787,UNKNOWN,signal_decay(0.84),MIXED,MIXED,same,MS,UNKNOWN,short,low,afternoon,2026-03-16T14:57:00
cycle_0002,open_NVDA_2026-03-16T14:19:47.387328+00:00,0.38,-9.7787,UNKNOWN,signal_decay(0.83),NEUTRAL,NEUTRAL,same,NVDA,TECH,short,low,afternoon,2026-03-16T14:57:02
cycle_0002,open_LCID_2026-03-16T14:59:24.929768+00:00,-0.36,-9.7787,UNKNOWN,signal_decay(0.85),NEUTRAL,NEUTRAL,same,LCID,UNKNOWN,short,low,afternoon,2026-03-16T15:35:10
cycle_0002,open_MRNA_2026-03-16T14:59:33.428744+00:00,-3.1,-9.7787,UNKNOWN,signal_decay(0.86),NEUTRAL,NEUTRAL,same,MRNA,BIOTECH,short,low,afternoon,2026-03-16T15:35:13
cycle_0002,open_TSLA_2026-03-16T14:59:42.076732+00:00,-0.35,-9.7787,UNKNOWN,signal_decay(0.85),NEUTRAL,NEUTRAL,same,TSLA,TECH,short,low,afternoon,2026-03-16T15:35:16
cycle_0002,open_COIN_2026-03-16T14:59:54.355814+00:00,1.08,-9.7787,UNKNOWN,signal_decay(0.85),NEUTRAL,NEUTRAL,same,COIN,TECH,short,low,afternoon,2026-03-16T15:35:19
cycle_0003,open_HOOD_2026-03-16T14:59:59.786965+00:00,3.85,7.37,UNKNOWN,signal_decay(0.85),NEUTRAL,NEUTRAL,same,HOOD,UNKNOWN,short,low,afternoon,2026-03-16T15:35:22
cycle_0003,open_C_2026-03-16T15:00:25.867809+00:00,0.21,7.37,UNKNOWN,signal_decay(0.85),MIXED,MIXED,same,C,UNKNOWN,short,low,afternoon,2026-03-16T15:35:25
cycle_0003,open_PLTR_2026-03-16T15:00:41.418982+00:00,0.96,7.37,UNKNOWN,signal_decay(0.85),NEUTRAL,NEUTRAL,same,PLTR,TECH,short,low,afternoon,2026-03-16T15:35:28
cycle_0003,open_SOFI_2026-03-16T15:00:53.536747+00:00,-2.24,7.37,UNKNOWN,signal_decay(0.85),NEUTRAL,NEUTRAL,same,SOFI,UNKNOWN,short,low,afternoon,2026-03-16T15:35:30
cycle_0003,open_COP_2026-03-16T15:01:06.641427+00:00,-1.8375,7.37,UNKNOWN,signal_decay(0.85),NEUTRAL,NEUTRAL,same,COP,UNKNOWN,short,low,afternoon,2026-03-16T15:35:33
cycle_0003,open_MS_2026-03-16T15:01:22.631648+00:00,-0.44,7.37,UNKNOWN,signal_decay(0.84),MIXED,MIXED,same,MS,UNKNOWN,short,low,afternoon,2026-03-16T15:35:36
cycle_0003,open_NVDA_2026-03-16T15:01:55.783904+00:00,1.98,7.37,UNKNOWN,signal_decay(0.84),NEUTRAL,NEUTRAL,same,NVDA,TECH,short,low,afternoon,2026-03-16T15:35:39
cycle_0003,open_RIVN_2026-03-16T15:02:08.554210+00:00,-3.42,7.37,UNKNOWN,signal_decay(0.84),NEUTRAL,NEUTRAL,same,RIVN,UNKNOWN,short,low,afternoon,2026-03-16T15:35:42
cycle_0003,open_LOW_2026-03-16T15:02:25.571742+00:00,0.45,7.37,UNKNOWN,signal_decay(0.85),MIXED,MIXED,same,LOW,UNKNOWN,short,low,afternoon,2026-03-16T15:35:45
cycle_0003,open_F_2026-03-16T15:02:36.039078+00:00,0.0,7.37,UNKNOWN,signal_decay(0.84),MIXED,MIXED,same,F,UNKNOWN,short,low,afternoon,2026-03-16T15:35:48
cycle_0003,open_TGT_2026-03-16T15:02:54.603062+00:00,-0.34,7.37,UNKNOWN,signal_decay(0.85),MIXED,MIXED,same,TGT,UNKNOWN,short,low,afternoon,2026-03-16T15:35:51
cycle_0003,open_JPM_2026-03-16T15:03:13.671246+00:00,0.47,7.37,UNKNOWN,signal_decay(0.84),MIXED,MIXED,same,JPM,UNKNOWN,short,low,afternoon,2026-03-16T15:35:54
cycle_0003,open_WFC_2026-03-16T15:03:25.967180+00:00,1.12,7.37,UNKNOWN,signal_decay(0.84),MIXED,MIXED,same,WFC,UNKNOWN,short,low,afternoon,2026-03-16T15:35:57
cycle_0003,open_NIO_2026-03-16T15:03:36.181284+00:00,1.6,7.37,UNKNOWN,signal_decay(0.93)+flow_reversal,NEUTRAL,NEUTRAL,same,NIO,UNKNOWN,short,low,afternoon,2026-03-16T15:35:59
cycle_0003,open_BAC_2026-03-16T15:03:47.205960+00:00,-0.24,7.37,UNKNOWN,signal_decay(0.83),MIXED,MIXED,same,BAC,UNKNOWN,short,low,afternoon,2026-03-16T15:36:02
cycle_0003,open_SLB_2026-03-16T15:05:02.545760+00:00,-2.21,7.37,UNKNOWN,signal_decay(0.86),UNKNOWN,NEUTRAL,shift,SLB,UNKNOWN,short,low,afternoon,2026-03-16T15:36:38
cycle_0003,open_PFE_2026-03-16T13:35:32.305084+00:00,1.71,7.37,UNKNOWN,"flow_reversal+stale_alpha_cutoff(157min,0.01%)",MIXED,MIXED,same,PFE,UNKNOWN,medium,unknown,close,2026-03-16T16:13:07
cycle_0003,open_BA_2026-03-16T13:35:06.065620+00:00,-1.52,7.37,UNKNOWN,"flow_reversal+stale_alpha_cutoff(158min,-0.01%)",NEUTRAL,NEUTRAL,same,BA,UNKNOWN,medium,unknown,close,2026-03-16T16:13:10
cycle_0003,open_JNJ_2026-03-16T13:36:15.405279+00:00,-0.26,7.37,UNKNOWN,"flow_reversal+stale_alpha_cutoff(157min,-0.00%)",MIXED,MIXED,same,JNJ,UNKNOWN,medium,unknown,close,2026-03-16T16:13:13
cycle_0003,open_C_2026-03-16T15:37:21.196750+00:00,-0.2,7.37,UNKNOWN,signal_decay(0.51),MIXED,MIXED,same,C,UNKNOWN,short,low,close,2026-03-16T16:13:14
cycle_0003,open_XLP_2026-03-16T13:36:24.017494+00:00,0.12,7.37,UNKNOWN,"signal_decay(0.74)+flow_reversal+stale_alpha_cutoff(157min,0.00%)",MIXED,MIXED,same,XLP,UNKNOWN,medium,low,close,2026-03-16T16:13:16
cycle_0003,open_DIA_2026-03-16T15:35:16.043506+00:00,-1.11,7.37,UNKNOWN,signal_decay(0.68),MIXED,MIXED,same,DIA,UNKNOWN,short,low,close,2026-03-16T16:13:19
cycle_0003,open_MRNA_2026-03-16T15:36:21.999779+00:00,-13.78,7.37,UNKNOWN,signal_decay(0.70),NEUTRAL,NEUTRAL,same,MRNA,BIOTECH,short,low,close,2026-03-16T16:13:22
cycle_0003,open_TSLA_2026-03-16T15:36:47.235593+00:00,-2.76,7.37,UNKNOWN,signal_decay(0.69),NEUTRAL,NEUTRAL,same,TSLA,TECH,short,low,close,2026-03-16T16:13:25
cycle_0003,open_COIN_2026-03-16T15:36:57.952632+00:00,-3.38,7.37,UNKNOWN,signal_decay(0.46)+flow_reversal,NEUTRAL,NEUTRAL,same,COIN,TECH,short,low,close,2026-03-16T16:13:28
cycle_0004,open_HOOD_2026-03-16T15:37:09.749549+00:00,-3.85,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.46)+flow_reversal,NEUTRAL,NEUTRAL,same,HOOD,UNKNOWN,short,low,close,2026-03-16T16:13:31
cycle_0004,open_PLTR_2026-03-16T15:37:30.676083+00:00,-0.42,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.45)+flow_reversal,NEUTRAL,NEUTRAL,same,PLTR,TECH,short,low,close,2026-03-16T16:13:44
cycle_0004,open_SOFI_2026-03-16T15:37:45.275480+00:00,-1.2,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.45)+flow_reversal,NEUTRAL,NEUTRAL,same,SOFI,UNKNOWN,short,low,close,2026-03-16T16:13:47
cycle_0004,open_COP_2026-03-16T15:38:00.942184+00:00,-1.0,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.70),NEUTRAL,NEUTRAL,same,COP,UNKNOWN,short,low,close,2026-03-16T16:13:50
cycle_0004,open_MS_2026-03-16T15:38:10.434692+00:00,-0.78,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.50),MIXED,MIXED,same,MS,UNKNOWN,short,low,close,2026-03-16T16:13:52
cycle_0004,open_GM_2026-03-16T15:38:31.026074+00:00,-0.96,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.70),MIXED,MIXED,same,GM,UNKNOWN,short,low,close,2026-03-16T16:13:55
cycle_0004,open_NVDA_2026-03-16T15:38:46.240584+00:00,-0.7333,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.69),NEUTRAL,NEUTRAL,same,NVDA,TECH,short,low,close,2026-03-16T16:13:58
cycle_0004,open_RIVN_2026-03-16T15:39:07.611947+00:00,0.63,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.44)+flow_reversal,NEUTRAL,NEUTRAL,same,RIVN,UNKNOWN,short,low,close,2026-03-16T16:14:00
cycle_0004,open_CVX_2026-03-16T15:39:24.945500+00:00,-0.36,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.69),MIXED,MIXED,same,CVX,UNKNOWN,short,low,close,2026-03-16T16:14:03
cycle_0004,open_JPM_2026-03-16T15:39:43.721717+00:00,-1.62,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.49),MIXED,MIXED,same,JPM,UNKNOWN,short,low,close,2026-03-16T16:14:08
cycle_0004,open_XOM_2026-03-16T15:40:03.616800+00:00,-0.43,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.68),MIXED,MIXED,same,XOM,UNKNOWN,short,low,close,2026-03-16T16:14:11
cycle_0004,open_UNH_2026-03-16T15:40:36.899696+00:00,0.0,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.68),NEUTRAL,NEUTRAL,same,UNH,UNKNOWN,short,low,close,2026-03-16T16:14:14
cycle_0004,open_HD_2026-03-16T15:40:54.407723+00:00,-0.83,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.41),MIXED,MIXED,same,HD,UNKNOWN,short,low,close,2026-03-16T16:14:16
cycle_0004,open_LCID_2026-03-16T15:41:51.455996+00:00,-1.25,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.49),UNKNOWN,NEUTRAL,shift,LCID,UNKNOWN,short,low,close,2026-03-16T16:14:30
cycle_0004,open_SLB_2026-03-16T15:42:13.004366+00:00,0.03,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.70),NEUTRAL,NEUTRAL,same,SLB,UNKNOWN,short,low,close,2026-03-16T16:14:32
cycle_0004,open_AMD_2026-03-16T14:14:51.825231+00:00,-1.29,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)","signal_decay(0.71)+flow_reversal+stale_alpha_cutoff(121min,-0.01%)",NEUTRAL,NEUTRAL,same,AMD,TECH,medium,low,close,2026-03-16T16:15:36
cycle_0004,open_NFLX_2026-03-16T14:15:01.616155+00:00,1.12,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)","signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",NEUTRAL,NEUTRAL,same,NFLX,UNKNOWN,medium,low,close,2026-03-16T16:15:39
cycle_0004,open_INTC_2026-03-16T14:15:09.492116+00:00,-0.39,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)","signal_decay(0.84)+flow_reversal+stale_alpha_cutoff(120min,-0.00%)",NEUTRAL,NEUTRAL,same,INTC,UNKNOWN,medium,low,close,2026-03-16T16:15:41
cycle_0004,open_XLF_2026-03-16T14:15:15.870149+00:00,-1.35,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)","stale_alpha_cutoff(120min,-0.01%)",MIXED,MIXED,same,XLF,UNKNOWN,medium,unknown,close,2026-03-16T16:15:44
cycle_0004,open_XLK_2026-03-16T14:16:10.308823+00:00,-0.05,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.79),NEUTRAL,NEUTRAL,same,XLK,TECH,medium,low,close,2026-03-16T16:15:46
cycle_0004,open_XLE_2026-03-16T14:15:59.831060+00:00,-0.02,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)","stale_alpha_cutoff(121min,-0.00%)",NEUTRAL,NEUTRAL,same,XLE,ENERGY,medium,unknown,close,2026-03-16T16:17:17
cycle_0004,open_AAPL_2026-03-16T16:21:39.630968+00:00,-0.48,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.69),MIXED,MIXED,same,AAPL,UNKNOWN,short,low,close,2026-03-16T16:54:38
cycle_0004,open_AMD_2026-03-16T16:18:31.380121+00:00,-0.39,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.70),NEUTRAL,NEUTRAL,same,AMD,TECH,short,low,close,2026-03-16T16:54:41
cycle_0004,open_AMZN_2026-03-16T16:21:48.952334+00:00,0.53,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.74),MIXED,MIXED,same,AMZN,UNKNOWN,short,low,close,2026-03-16T16:54:43
cycle_0004,open_C_2026-03-16T16:24:19.909294+00:00,-0.21,-15.3033,"exit_reason:signal_decay(0.67)+flow_reversal+stale_alpha_cutoff(120min,0.01%)",signal_decay(0.72),MIXED,MIXED,same,C,UNKNOWN,short,low,close,2026-03-16T16:54:46
cycle_0005,open_COP_2026-03-16T16:22:31.953371+00:00,-0.27,8.1367,strategy:UNKNOWN,signal_decay(0.77),NEUTRAL,NEUTRAL,same,COP,UNKNOWN,short,low,close,2026-03-16T16:54:49
cycle_0005,open_DIA_2026-03-16T16:23:15.800487+00:00,0.21,8.1367,strategy:UNKNOWN,signal_decay(0.68),MIXED,MIXED,same,DIA,UNKNOWN,short,low,close,2026-03-16T16:54:52
cycle_0005,open_GOOGL_2026-03-16T16:21:54.647708+00:00,0.94,8.1367,strategy:UNKNOWN,signal_decay(0.69),MIXED,MIXED,same,GOOGL,UNKNOWN,short,low,close,2026-03-16T16:54:54
cycle_0005,open_HD_2026-03-16T16:20:45.706036+00:00,0.14,8.1367,strategy:UNKNOWN,signal_decay(0.69),MIXED,MIXED,same,HD,UNKNOWN,short,low,close,2026-03-16T16:54:57
cycle_0005,open_HOOD_2026-03-16T16:18:41.987184+00:00,-0.14,8.1367,strategy:UNKNOWN,signal_decay(0.73),NEUTRAL,NEUTRAL,same,HOOD,UNKNOWN,short,low,close,2026-03-16T16:55:00
cycle_0005,open_INTC_2026-03-16T16:18:26.352208+00:00,-0.88,8.1367,strategy:UNKNOWN,signal_decay(0.70),NEUTRAL,NEUTRAL,same,INTC,UNKNOWN,short,low,close,2026-03-16T16:55:03
cycle_0005,open_IWM_2026-03-16T16:23:29.761268+00:00,0.12,8.1367,strategy:UNKNOWN,signal_decay(0.68),MIXED,MIXED,same,IWM,UNKNOWN,short,low,close,2026-03-16T16:55:07
cycle_0005,open_LCID_2026-03-16T16:17:51.447710+00:00,1.9,8.1367,strategy:UNKNOWN,signal_decay(0.71),NEUTRAL,NEUTRAL,same,LCID,UNKNOWN,short,low,close,2026-03-16T16:55:08
cycle_0005,open_JNJ_2026-03-16T16:21:25.709880+00:00,0.07,8.1367,strategy:UNKNOWN,signal_decay(0.69),MIXED,MIXED,same,JNJ,UNKNOWN,short,low,close,2026-03-16T16:55:09
cycle_0005,open_TSLA_2026-03-16T16:18:13.581502+00:00,-0.55,8.1367,strategy:UNKNOWN,signal_decay(0.71),NEUTRAL,NEUTRAL,same,TSLA,TECH,short,low,close,2026-03-16T16:55:11
cycle_0005,open_SLB_2026-03-16T16:18:21.587842+00:00,0.14,8.1367,strategy:UNKNOWN,signal_decay(0.70),NEUTRAL,NEUTRAL,same,SLB,UNKNOWN,short,low,close,2026-03-16T16:55:14
cycle_0005,open_LOW_2026-03-16T16:19:17.929522+00:00,-0.2,8.1367,strategy:UNKNOWN,signal_decay(0.70),MIXED,MIXED,same,LOW,UNKNOWN,short,low,close,2026-03-16T16:55:23
cycle_0005,open_NVDA_2026-03-16T16:19:02.966571+00:00,0.53,8.1367,strategy:UNKNOWN,signal_decay(0.70),NEUTRAL,NEUTRAL,same,NVDA,TECH,short,low,close,2026-03-16T16:55:27
cycle_0005,open_RIVN_2026-03-16T16:19:27.963647+00:00,0.72,8.1367,strategy:UNKNOWN,signal_decay(0.70),NEUTRAL,NEUTRAL,same,RIVN,UNKNOWN,short,low,close,2026-03-16T16:55:44
